Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,HARDEN RANCH,1662 N Main St,DC EXPRESS 01; ChargePoint BMW & VW Express Corridor Location,Salinas,CA,93906,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.7154342,-121.6541047,2019-11-01,72175,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,LLOYD CENTER,2252 Lloyd Center,DC LLOYD CENTER; ChargePoint BMW & VW Express Corridor Location,Portland,OR,97232,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.5319736,-122.6528221,2019-11-01,72279,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.04 per hour, $0.2 per kWh",,,,,,,,,
ELEC,FRED MEYER,2500 Santiam Hwy SE,"DC ALBANY; ChargePoint BMW & VW Express Corridor Location - 100 mile range per hour of charging, SAE Combo connector for BMW i3 and VW e-Golf, located at Fred Meyer in parking lot",Albany,OR,97322,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.6312872,-123.0762962,2019-11-01,72280,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.15 per kWh,,,,,,,,,
ELEC,HAMPTON INN,129 Plains Rd,"DC FAST UNIT 1; ChargePoint BMW & VW Express Corridor Location
DC FAST UNIT 2; ChargePoint BMW & VW Express Corridor Location",Milford,CT,6461,,888-758-4389,E,,Public,24 hours daily,,,,,,,4,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.22269,-73.07668199999999,2019-11-01,72283,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$10 per session,,,,,,,,,
ELEC,RED LION HOTEL,3301 Market St NE,DC FAST SALEM; ChargePoint BMW & VW Express Corridor Location,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.951131200000006,-122.99376799999999,2019-11-01,72296,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.1 per hour, $0.2 per kWh",,,,,,,,,
ELEC,CHEVRON EVSE,1250 Gateway Blvd,DC FAST CHARGE; ChargePoint BMW & VW Express Corridor Location,Cottage Grove,OR,97424,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.8026727,-123.0448186,2019-11-01,72321,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.05 per additional hour, $0.2 per kWh",,,,,,,,,
ELEC,GEORGIA POWER,1674 Market Pl Blvd,CUMMING DC; The station is located in the parking lot,Cumming,GA,30041,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.1874851,-84.1310355,2019-11-01,72331,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per hour,,,,,,,,,
ELEC,CIM,350 S Grand Ave,DC FAST CHARGER; ChargePoint BMW & VW Express Corridor Location,Los Angeles,CA,90071,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0512543,-118.2513623,2019-11-01,72409,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.06 per hour for the first 1 hour, and $0.25 per additional hour, $0.25 per kWh, minimum payment of $1",,,,,,,,,
ELEC,BMW MANHATTAN,555 W 57th St,FAST CHARGER 01; 2nd Floor Garage,New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7704109,-73.99065490000001,2019-11-01,72472,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,$50 per session,,,,,,,,,
ELEC,SIERRA NEVADA,1085 E 20th St,BREWING DC FAST; ChargePoint BMW & VW Express Corridor Location - located in Sierra Nevada Brewing Co parking lot,Chico,CA,95928,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.7238413,-121.81382420000001,2019-11-01,72475,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,WHOLE FOODS MKT,151 Sockanosset Cross Rd,DC CRANSTON; ChargePoint BMW & VW Express Corridor Location,Cranston,RI,2920,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.7563674,-71.45633740000001,2019-11-01,72476,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,UMASS AMHERST,300 Massachusetts Avenue,"UMASS ROBSHAWL3; Located behind the Robshaw Visitors Center, under the Solar Canopy
VISITOR CTR L21; Located at the rear entrance to the Robshaw Visitor's Center,  off Massachusetts Ave/Swift Way
VISITOR CTR L22; Located behind the Robshaw Visitor's Center, off Massachusetts Ave/Swift Way
VISITOR CTR L24; Behind Robshaw Visitors Center, under canopy",Amherst,MA,1003,,888-758-4389,E,,Public,24 hours daily,,,,,,6.0,2,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.385631,-72.522577,2019-11-01,72511,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1.5 per hour, minimum payment of $0.5, maximum payment of $24",,,,,,,,,
ELEC,GEORGIA POWER,250 South McDonough St,"AGNES DC; -
AGNES L2; -",Decatur,GA,30030,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,2,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.767383,-84.296125,2019-11-01,72556,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $6 per additional hour",,,,,,,,,
ELEC,ROYAL FARMS,2620 Mountain Rd,RFS 001 DC #1; ChargePoint BMW & VW Express Corridor Location - DC Fast Charge Station Only will accept the Combo (or) CHAdeMO plug,Joppa,MD,21085,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.450796999999994,-76.3548625,2019-11-01,72574,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.29 per kWh,,,,,,,,,
ELEC,ROYAL FARMS,9180 Fingerboard Rd,RFS 217 DC #1; DC Quick Charger only - located at the new Royal Farm Store in Urbana,Frederick,MD,21704,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.3283585,-77.3434845,2019-11-01,72634,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.29 per kWh,,,,,,,,,
ELEC,SHERATON EDISON,125 Raritan Center Pkwy,"DC01 FAST 100; ChargePoint BMW & VW Express Corridor Location
DC02 FAST 100; ChargePoint BMW & VW Express Corridor Location",Edison,NJ,8837,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.51852,-74.339387,2019-11-01,72637,2019-11-01 09:11:31 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.15 per hour,,,,,,,,,
ELEC,ROYAL FARMS,12826A Ocean Gtwy,RFS 107 DC #1; DC Fast Charge Station Only will accept the Combo (or) CHAdeMO plug,Ocean City,MD,21842,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.3357528,-75.1050078,2019-11-01,72640,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.29 per kWh,,,,,,,,,
ELEC,BEATTY STATION,550 US-95,"BEATTY FAST DC; LOCATED AT STAGECOACH CASINO HOTEL
BEATTY L2 ST 1; Near Death Valley Nut &amp; Candy Company",Beatty,NV,89003,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,2,,ChargePoint Network,http://www.chargepoint.com/,200-8,36.912092,-116.75503,2019-11-01,73400,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Halsey - Pioneer Villa Truck Plaza,33180 Highway 228,,Halsey,OR,97348,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.388302,-123.064601,2019-11-01,73406,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Cottage Grove - Vintage Inn Restaurant,1570 Gateway Blvd,,Cottage Grove,OR,97424,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-8,43.804346,-123.04518799999998,2019-11-01,73407,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Grants Pass - Grants Pass Chamber of Commerce,1995 NW Vine Street,,Grants Pass,OR,97528,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,42.461886,-123.322942,2019-11-01,73408,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,McKenzie Bridge - Blue Sky Market,91808 Mill Creek Road,,McKenzie Bridge,OR,97413,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.173131,-122.22115900000001,2019-11-01,73409,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Sisters - Sisters Mainline Station,1001 West Railway Ave,,Sisters,OR,97759,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.297746000000004,-121.562018,2019-11-01,73410,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Hood River - City of Hood River Public Parking Lot,607 Columbia Street,,Hood River,OR,97031,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-8,45.710116,-121.516401,2019-11-01,73411,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Tumwater - Shell Station & Deli Mart,6131 Capital Blvd SW,,Tumwater,WA,98501,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,46.99353,-122.90808100000001,2019-11-01,73412,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Leavenworth - City Hall,700 US Hwy 2,,Leavenworth,WA,98826,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,47.595009999999995,-120.66468400000001,2019-11-01,73413,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Detroit - Mountain High Grocery,245 N Detroit Ave,,Detroit,OR,97342,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.733181,-122.150001,2019-11-01,73414,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Sultan - Sultan Visitor Information Center,320 Main St,,Sultan,WA,98294,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,47.862157,-121.816597,2019-11-01,73415,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Astoria - Sunset Empire Transit District,900 Marine Drive,,Astoria,OR,97103,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,46.190172,-123.83332800000001,2019-11-01,73416,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Newberg - Chevron,3745 East Portland Road,,Newberg,OR,97132,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.30867,-122.94171599999999,2019-11-01,73417,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Banks - Jim's Thriftway,660 Main Street Suite A,,Banks,OR,97106,,888-833-2148,E,,Public,24 hours daily,,,,,,,1,,Webasto,https://www.evsolutions.com/ev-network,GPS,45.61007,-123.11286000000001,2019-11-01,73418,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO,US,,,,Public,,public,,,,,,,,,,DC Fast: $7.50 per session or $19.99 for monthly plan,,,,,,,,,
ELEC,Florence - Three Rivers Casino,5647 Highway 126,,Florence,OR,97439,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,43.976541999999995,-124.087455,2019-11-01,73419,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Scappoose - Fred Meyer,51501 Columbia River Highway,,Scappoose,OR,97056,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.741826,-122.877316,2019-11-01,73420,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,McMinnville - Oregon Mutual Insurance,410 NE Baker ST,,McMinnville,OR,97128,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-8,45.210788,-123.197763,2019-11-01,73421,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Mill City - Mountain Edge Café,320 NW Santiam Blvd,,Mill City,OR,97360,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-8,44.756895,-122.48002199999999,2019-11-01,73422,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Welches - Barlow Trail Roadhouse,69580 East Highway 26,,Welches,OR,97067,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.344393,-121.947981,2019-11-01,73423,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Lincoln City - Lincoln City Cultural Center,540 U.S. 101,,Lincoln City,OR,97367,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.970156,-124.01411100000001,2019-11-01,73424,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,City of Cascade Locks Public Parking Lot,95 N.E. Wa Na Pa,,Cascade Locks,OR,97014,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,GPS,45.67071,-121.88823000000001,2019-11-01,73425,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Yachats - Yachats City Hall,441 Highway 101 N,,Yachats,OR,97498,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.312715000000004,-124.105434,2019-11-01,73426,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Elkton - Brandborg Winery,345 First St,,Elkton,OR,97436,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,43.63635,-123.565872,2019-11-01,73427,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Warm Springs - Indian Head Casino,3236 US 26,,Warm Springs,OR,97761,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,GPS,44.76316,-121.25056000000001,2019-11-01,73428,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Reedsport - Recreation Station,1575 Highway 101 S,,Reedsport,OR,97467,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-8,43.697984000000005,-124.11251399999999,2019-11-01,73429,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Monmouth - Dairy Queen,320 Pacific Ave South,,Monmouth,OR,97361,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.846196,-123.229619,2019-11-01,73430,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Cle Elum,3600 Suncadia Trail,,Cle Elum,WA,98922,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,47.208469,-121.019582,2019-11-01,73431,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Spirit Mountain Casino Service Station,26820 Salmon River Highway,,Grand Ronde,OR,97347,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.060266999999996,-123.57813,2019-11-01,73432,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Snoqualmie - Snoqualmie Pass Chevron,519 SR 906,,Snoqualmie Pass,WA,98068,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,GPS,47.391940000000005,-121.40061000000001,2019-11-01,73433,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Veneta - Veneta Park n' Ride,88184 Territorial Road,,Veneta,OR,97487,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.051007,-123.351922,2019-11-01,73434,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Tillamook - Fred Meyer,2500 N Main St,,Tillamook,OR,97141,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.474795,-123.845554,2019-11-01,73436,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Cannon Beach - Cannon Beach RV Resort,340 Elk Creek Road,,Cannon Beach,OR,97110,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.890201,-123.95466599999999,2019-11-01,73438,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Coos Bay -Fred Meyer,1020 1st St,,Coos Bay,OR,97420,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,43.357193,-124.21128600000002,2019-11-01,73439,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Albany - Chevron,33157 Highway 34 SE,,Albany,OR,97322,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.556383000000004,-123.066374,2019-11-01,73440,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Redmond - Fred Meyer,944 SW Veterans Way,,Redmond,OR,97756,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,44.2677,-121.176818,2019-11-01,73441,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Westport - Berry Patch,49289 US 30,,WESTPORT,OR,97016,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,46.130686,-123.37355900000001,2019-11-01,73442,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,The Dalles - Fred Meyer,1215 W 6th St,,The Dalles,OR,97058,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,200-9,45.606773,-121.199696,2019-11-01,73443,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
ELEC,Government Camp - Ski Bowl West,87000 East Highway 26,,Government Camp,OR,97028,,888-833-2148,E,,Public,24 hours daily,,,,,,1.0,1,,Webasto,https://www.evsolutions.com/ev-network,GPS,45.30191,-121.7733,2019-11-01,73444,2019-11-01 09:48:46 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,
